PK,ticker,Date,category,title,content,Open,High,Low,Close,Adj Close,Volume,label
388,AAPL,12-12-2019,news,Dow Jones News  Cisco Is a Chip Company Now  Apple s iPhone Struggling in China,"After President Trump tweeted that a trade deal with China was close  the stock market took off on Thursday  U S  negotiators are reportedly offering to cut existing tariffs and cancel new tariffs set to go into effect on Sunday  according to The Wall Street Journal  The Dow Jones Industrial Average was up 0 42  at 12 40 p m  EST 
Leading the Dow was Cisco Systems  NASDAQ CSCO   which announced that it had begun selling networking chips directly to large internet customers  Meanwhile  Apple  NASDAQ AAPL  was a laggard following some concerning iPhone sales data out of China 
Cisco starts selling chips
Networking hardware giant Cisco is making a significant change to its business model  Instead of reserving its networking chips for its own hardware  like it has in the past  the company has begun supplying chips directly to some major technology companies 
Chips based on Cisco s new Silicon One architecture are already being used by Microsoft and Facebook  and the company is now offering the chips to all of ...",66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
389,AAPL,12-12-2019,news,Apple s iPhone Shipments in China May Have Plunged Last Month,"Over the past year  Apple  NASDAQ AAPL  has been grappling with numerous challenges in one of its most important markets  China  Trade tensions with the U S  have spurred a sense of economic nationalism  with local smartphone buyers purchasing Chinese brands  Currency fluctuations have also taken a bite out of revenue once the yuan is converted back to U S  dollars  hedging program notwithstanding 
Revenue growth has been in negative territory all year long  although Apple was able to squeeze out positive growth from its Greater China segment in the fiscal third quarter on a constant currency basis  One Wall Street analyst now believes that iPhone unit volumes in the Middle Kingdom plunged last month 

China shipments dropped an estimated 35  in November
Credit Suisse analyst Matthew Cabral put out a research note this week estimating that iPhone shipments in China fell over 35  in November  even as the broader Chinese smartphone market grew  That would represent further deterioration in volumes relative t...",66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
390,AAPL,12-12-2019,news,Apple s new iPhone software is supposed to limit who your kid talks to  but a bug lets them get around it,Apple s iOS 13 3 launches this week and introduces a new feature called Communication Limits that adds new parental controls It s supposed to allow parents to limit their kids  communications only to people who are in their contacts list But a bug lets children talk to anyone who contacts them ,66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
391,AAPL,12-12-2019,opinion,Should Value Investors Pick American Airlines  AAL  Stock ,Value investing is easily one of the most popular ways to find great stocks in any market environment  After all  who wouldn t want to find stocks that are either flying under the radar and are compelling buys  or offer up tantalizing discounts when compared to fair value One way to find these companies is by looking at several key metrics and financial ratios  many of which are crucial in the value stock selection process  Let s put  American Airlines Group  Inc    NASDAQ AAL   stock into this equation and find out if it is a good choice for value oriented investors right now  or if investors subscribing to this methodology should look elsewhere for top picks PE RatioA key metric that value investors always look at is the Price to Earnings Ratio  or PE for short  This shows us how much investors are willing to pay for each dollar of earnings in a given stock  and is easily one of the most popular financial ratios in the world  The best use of the PE ratio is to compare the stock s current PE ratio with  a...,66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
392,AAPL,12-12-2019,opinion,Is Controladora Vuela  VLRS  A Worthy Stock To Pick Now ,Value investing is easily one of the most popular ways to find great stocks in any market environment  After all  who wouldn t want to find stocks that are either flying under the radar and are compelling buys  or offer up tantalizing discounts when compared to fair value One way to find these companies is by looking at several key metrics and financial ratios  many of which are crucial in the value stock selection process  Let s put  Controladora Vuela Compania de Aviacion  S A B  de C V   NYSE VLRS   stock into this equation and find out if it is a good choice for value oriented investors right now  or if investors subscribing to this methodology should look elsewhere for top picks PE RatioA key metric that value investors always look at is the Price to Earnings Ratio  or PE for short  This shows us how much investors are willing to pay for each dollar of earnings in a given stock  and is easily one of the most popular financial ratios in the world  The best use of the PE ratio is to compare the stock s ...,66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
393,AAPL,12-12-2019,news,Apple supplier Japan Display to receive  830 million from asset manager Ichigo,By Makiko Yamazaki TOKYO  Reuters    Apple  NASDAQ AAPL  supplier Japan Display Inc said on Thursday it plans to receive up to 90 billion yen   830 million  in financial support from Japanese asset manager Ichigo Asset Management  Ichigo will join Apple and Taiwanese contract electronics manufacturer Wistron Corp in bailing out the advanced liquid crystal display  LCD  maker  Apple s commitment to financially support Japan Display has reassured potential investors  two sources with direct knowledge of the talks told Reuters   It s a vote of confidence   one of them said on condition of anonymity because of the sensitivity of the matter  Apple  which sources LCD panels for iPhones from Japan Display  has agreed to shorten payment periods and to put up  200 million  The U S  tech giant has rarely intervened to help distressed suppliers  It will soon use organic light emitting diode  OLED  screens from Japan Display for the Apple Watch  diversifying supplies currently dependent on LG Display  Japan Display ha...,66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
394,AAPL,12-12-2019,news,Don t Look Past This Risky Bet Apple Is Making on Home Grown Hardware,"There s an undeniable upside to Apple  NASDAQ AAPL  making its own hardware components found within its devices  control  Home grown tech is guaranteed to work perfectly with the rest of its wares  and the company can develop software and hardware simultaneously  It s this prospect that made Apple s recent purchase of Intel s  NASDAQ INTC  mobile modem business so compelling  The tech titan is now potentially even more self reliant 
Except home grown hardware isn t always all it s cracked up to be  Doing your own research and development  R D  can get very expensive  and tricky   particularly if that sort of research isn t part of the company s normal course of business  Just ask Apple CEO Tim Cook  who spent several years refining the third party supply chain he s now starting to displace 
Shifting gears on tech development
It wasn t exactly a shock when Intel announced in early December that it had completed the sale of its smartphone modem business to Apple for a fairly modest  1 billion  The deal was f...",66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
395,AAPL,12-12-2019,opinion,Oracle Earnings Preview  Fairly Valued  But Revenue Growth Lags,"Oracle s  NYSE ORCL  story is well known and the fact is I could have written the same earnings preview the last 4 quarters and just copied it forward each time  updating the earnings and revenue estimates 
The stock is fairly valued in the mid  50 s with bias to the upside based on the substantial share buyback  but the meat of Oracle s story is that the transition to the cloud  and the Saas Paas Iass transition is turning out to be a lot more difficult than Oracle thought 







What readers should take away from the above spreadsheet is that Oracle s fiscal 2020  2021  and 2022 continue to be revised higher  albeit at slower rate 
Oracle s  average  expected EPS growth rate for the last two quarters is 6   Pretty ordinary for the software and database giant 







Readers should look down the spreadsheet to late 2017 and 2018 for fiscal s 2020 and beyond and note how expected revenue growth slowed markedly and then Oracle put the nail in the coffin of those who thought the Cloud transition would reinv...",66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
396,AAPL,12-12-2019,opinion,What s Next For GameStop  GME  Stock After Dismal Q3 ,"GameStop   NYSE GME   shares plummeted over 15  at one point Wednesday as Wall Street widely sold off the stock after it reported its rough Q3 financial results  GME stock has now cratered over 56  in 2019 and it currently seems like there may be no end in sight 
The company s weak third quarter financial results prompted management to chop its fiscal 2019 forecast to  0 10  0 20 per share from  1 15  1 30 per share  The massive cut to its forward guidance darkened the outlook for the struggling video game retailer 
Now investors and Wall Street are left to wonder if GameStop will ever get out of this slump 
Hardware   Used Game Sales Decline Steepens 
GameStop s tumultuous third quarter was driven by a steep decline in its hardware and used games businesses  Comparable store sales crashed 23 2   which helped drive total revenue down 26   New hardware sales tumbled 46   while new software sales slumped 32 6   and accessories sales declined over 13  
The rough quarterly performance from hardware sales was d...",66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
397,AAPL,12-12-2019,news,Apple saw China iPhone units fall in November  Credit Suisse says,"Credit Suisse analyst Matthew Cabral wrote Thursday that Apple Inc  s 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL   2 83 

                            
                                  
      
      
      
      
      
      
      
                                         November iPhone sell in dropped 35 4  in China last month  citing third party data  The stock is off 0 9  in premarket trading   We recognize monthly data can be volatile and the shift in launch timing versus last year is likely skewing year over year compares  however  the drop in November marks the second straight double digit decline   10 3  year over year in October  and total shipments in China since the launch of the iPhone 11 family are now down 7 4  year over year  September to November    he wrote  Cabral said the popularity of A...",66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
398,AAPL,12-12-2019,opinion,Alphabet s Latent Logic Buyout Bolsters Waymo Initiatives,Alphabet s   NASDAQ GOOGL   self driving project Waymo has acquired Latent Logic  a British AI company  in a bid to make its foray into the autonomous driving market of the U K  and Europe Notably  Latent Logic is a startup which spun out of Oxford University s computer science department  It specializes in a form of ML namely imitation learning that trains machines to perform actions similar to humans doing the same actions Consequently  the buyout is likely to make simulation technology of Waymo more advanced and realistic as imitation learning models human behavior of motorists  cyclists and pedestrians This  in turn  will strengthen the behavior prediction capability of Waymo  Further  the buyout is expected to advance the training of Waymo s AI drivers Growth Prospects in the U K    EuropeThe latest move of Alphabet is a testament to its aggressive stance toward strengthening presence in the booming self  driving vehicles market of Europe and the U K With this buyout  Waymo sets up its first European ...,66.945,68.139999,66.830002,67.864998,66.5961,137310400,1
399,AAPL,11-12-2019,news,You Can Spend Over  50 000 on Apple s New Mac Pro,"It s been about six months since Apple  NASDAQ AAPL  unveiled its Mac Pro at its annual developer conference  WWDC  After conceding that the previous  trash can  Mac Pro suffered from design flaws in its thermal system  the new  cheese grater  Mac Pro is positioned as a professional powerhouse designed for extremely high end use cases  All investors knew initially was that the machine would start at  5 999  but Apple has now revealed all of the pricing and configurations ahead of shipping the product later this month 
Pricing for the Mac Pro tops out at over  50 000 

That ll be  52 599
Maxing out the system with all the bells and whistles    including the most powerful Intel Xeon processor  1 5 TB of memory  and Apple s Afterburner card    brings the total price to a wallet busting  52 599  SSD storage currently tops out at 4 TB  but Apple says an 8 TB option is coming soon  which will likely push the potential maximum price even higher 
The most expensive option is the 1 5 TB of memory  which Apple has p...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
400,AAPL,11-12-2019,news,Apple stock price target raised by BofA Merrill on high hopes for 5G,"Apple Inc  

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL   1 74 

                            
                                  
      
      
      
      
      
      
      
                                         is expected to enjoy a smoother iPhone cycle than usual from 2020 to 2022 as 5G is expected to drive three years of 200 million plus units  BofA Merrill Lynch said Wednesday  Analysts led by Wamsi Mohan raised their stock price target to  290 from  270  and said they expect lower cost wearables to further support sales  citing as examples  169 AirPods and a  200 Apple Watch   Multi year iPhone visibility and stability  combined with continued double digit Services revenue growth  should drive the multiple higher  in our opinion   the analysts wrote in a note  reiterating their buy rating on the s...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
401,AAPL,11-12-2019,news,Apple AirPods and Apple Watches are getting analysts excited about Apple stock,"Apple Inc  looks poised to return to growth this fiscal year  an analyst says  buoyed by continued momentum for AirPods  Apple Watches  and services    Evercore ISI s Amit Daryanani upped his price target on Apple 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL   1 75 

                            
                                  
      
      
      
      
      
      
      
                                         shares to  305 from  275 Wednesday  writing that the company s wearables and services businesses should help give revenue a lift even if other product lines fail to grow  He predicts about 6  revenue growth for fiscal 2020  which ends in September   In the more immediate term  Daryanani is encouraged by signs of strength for the company s products during the holiday stretch  He points to Adobe est...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
402,AAPL,11-12-2019,opinion, AMD Augments Graphics Capabilities Through New Radeon GPU,Advanced Micro Devices  Inc    NASDAQ AMD   recently unveiled a powerful configuration option   AMD Radeon Pro W5700X GPU  The option is available for the latest Apple   NASDAQ AAPL   Mac Pro The AMD Radeon Pro W5700X GPU is likely to help Mac Pro users to easily cut through different types of professional visual content creation workloads  This new configuration is a noteworthy addition to the previously released AMD Radeon Pro Vega II and AMD Radeon Pro 580X GPUs Features by the New AMD Radeon GPUThe new AMD Radeon Pro W5700X GPU is built on the advanced and energy efficient AMD RDNA architecture  This new GPU is targeted toward optimized performance  scalability and power efficiency  It provides workstation class performance for 8K video playback  video editing and effects as well as computationally intensive tasks The Radeon Pro W5700X GPU is enabled by 7nm process technology as well as 32GB of advanced GDDR6 memory with upto 448 GB s bandwidth  Additionally  it is equipped with 40 compute units and de...,65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
403,AAPL,11-12-2019,opinion,FAANG Stocks Update,"Facebook  NASDAQ FB 






Apple  NASDAQ AAPL 


 
Amazon  NASDAQ AMZN 






Netflix  NASDAQ NFLX 






Google  NASDAQ GOOGL ",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
404,AAPL,11-12-2019,opinion,5G Set To Transform US Healthcare  3 Stocks To Watch,Experts believe that switching from 4G cellular technology to 5G is like leveling up from typewriter to computer  In fact  countries like the United States  China  South Korea  Germany and the United Kingdom have already rolled out 5G networks  while Switzerland and Nordic countries are planning to deploy it very soon According to global tech market advisory firm   there will be 5 3 million 5G connections which will generate revenues of more than  184 million by 2026 Speaking of healthcare in particular  it is encouraging to note that for tapping the enormous 5G opportunities  many non MedTech players are aggressively foraying into the industry  Such stocks are likely to see mammoth investments For instance  last month  President Donald Trump asked Apple   NASDAQ AAPL   to consider helping build the country s 5G infrastructure  In fact  Apple s Health App and wearable Watch have long been assisting healthcare providers Let s take a look at how 5G can bring about a revolution in healthcare Healthcare Reshap...,65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
405,AAPL,11-12-2019,opinion,APAC Smart Speaker Boom Highlights AMZN  BABA  GOOGL   Others,The data driven nature of the world we inhabit has made smart speakers integrated with voice assistant inevitable  In fact  courtesy of improving AI skills of the virtual assistants  smart speaker demand is increasing not only in developed regions but also emerging markets among which Asia Pacific  APAC  is the most promising Per a  from Inkwood Research  the APAC smart speaker market is expected to witness a CAGR of 26 1  between 2019 and 2027 With the emergence of 5G networks in APAC  smart speaker providers like Alphabet s   NASDAQ GOOGL   Google  Amazon   NASDAQ AMZN    Baidu   NASDAQ BIDU    Apple   NASDAQ AAPL    Alibaba   NYSE BABA   and Xiaomi are likely to witness growth in the adoption rate of their respective devices Additionally  APAC smart speaker space is witnessing significant growth on the back of increasing online shopper penetration as these devices are capable of placing an order online with just voice command Does APAC Countries Hold Promise User penetration of smart speakers in countri...,65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
406,AAPL,11-12-2019,opinion,ByteDance s Resso Stirs Up Competition In Music Steaming Space,Competition in the music streaming space  currently dominated by the likes of Spotify   NYSE SPOT   and Apple   NASDAQ AAPL    is set to increase as Tik Tok owner ByteDance enters the market with a new paid music app  Resso ByteDance has already launched the app in India and Indonesia  where Tik Tok is massively popular  According to Sensor Tower data   by Bloomberg  Resso has been installed by almost 27 000 users in the past six months since its launch Music Streaming Growth Prospects AplentyByteDance  currently one of the most valued startups in the world  is joining the likes of Amazon   NASDAQ AMZN    Alphabet s   NASDAQ GOOGL   Google  Deezer  iHeartMedia and SiriusXM in the rapidly growing music streaming space  subscription as well as Ad based  Per Statista  the music streaming market is  to generate revenues of  11 11 billion in 2019  The figure is expected to rise to  13 1 billion at a CAGR of 4 1  between 2019 and 2023  Further  user penetration for 2019 is pegged at 14 7   which is likely to be ...,65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
407,AAPL,11-12-2019,news,Apple stock price target raised by Evercore on expected return to growth in fiscal 2020,"Apple Inc  

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL   2 83 

                            
                                  
      
      
      
      
      
      
      
                                         will return to growth in fiscal 2020 and beat earnings estimates for the December quarter following a robust holiday season for AirPods Pro and iPhone 11  Evercore said Wednesday  as it raised its stock price target to  305 from  275  That puts the target in the top tier of analysts on FactSet  where just six of 36 analysts have a target of  300 or higher  Adobe estimates that AirPods were top seller on Black Friday  while Bloomberg has separated reported that AirPods Pro demand exceeded expectations  analysts led by Amit Daryanani wrote in a note to clients  Evercore rates Apple as outperform   ...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
408,AAPL,11-12-2019,news,The Ratings Game  Apple AirPods and Apple Watches could help drive a return to growth  analyst says,"Apple Inc  looks poised to return to growth this fiscal year  an analyst says  buoyed by continued momentum for AirPods  Apple Watches  and services    Evercore ISI s Amit Daryanani upped his price target on Apple 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL   2 83 

                            
                                  
      
      
      
      
      
      
      
                                         shares to  305 from  275 Wednesday  writing that the company s wearables and services businesses should help give revenue a lift even if other product lines fail to grow  He predicts about 6  revenue growth for fiscal 2020  which ends in September   In the more immediate term  Daryanani is encouraged by signs of strength for the company s products during the holiday stretch  He points to Adobe est...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
409,AAPL,11-12-2019,news,Massachusetts hand dryer maker gets helping hand from U S  China trade war,"By Timothy Aeppel
EAST LONGMEADOW  Mass   Reuters    The U S  China trade war is creating something William Gagnon once thought impossible   a 100  American made bathroom hand dryer 
Gagnon s family owned company  Excel Dryer Inc  sells about  40 million worth of dryers a year that mostly go into public bathrooms  including at airports and casinos as well as at  Starbucks Corp   O SBUX  and Walmart Inc  N WMT  stores across the United States 
The Western Massachusetts company uses parts made in the United States at its 50 employee factory  except for the motors and electronic controllers at their core  They long sought a domestic supplier for those items  but nobody could beat China s low prices  Until now 
One challenge for manufacturers who want to produce Made in USA products is that their supply chains  especially for things like electronics and motors  have migrated overseas in search of cheaper alternatives   something the Trump administration vowed to address with tariffs 
But pulling supply chains ...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
410,AAPL,11-12-2019,opinion,Stocks Can t Decide Which Way To Head Next,"S P 500  SPY 
Stocks fell slightly yesterday  dropping by 11 basis points  I m not getting a clear sense of how to proceed at the moment  It feels like we may be in another holding pattern at this point  The market doesn t want to fill the gap  and at the same time  the S P 500 doesn t want to go up  So we can wait and see what today shall bring 






Russell  IWM  
Perhaps the Russell has a slightly better setup then the S P  The chart seems to resemble a Flag pattern  and maybe that means that the index finally breaks above 1638 and pushes higher 






Acadia  ACAD  
ACADIA  NASDAQ ACAD  continued to fall yesterday  for no reason that I know  It seems surprising given the strong news the company has had in recent weeks  The stock is back to the uptrend and has filled the gap for the most part at around  46  This is the area where the stock has to bounce 






Tesla  TSLA  Tesla  NASDAQ TSLA  is turning higher  and it is working towards that gap fill up at  360  The RSI is turning higher  too  and is s...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
411,AAPL,11-12-2019,opinion,5 Stocks Set To Shoot Higher If U S  Delays Next Round Of China Tariffs,"With just a few days until the Dec  15 deadline for the U S  to impose new tariffs on  156 billion worth of imports from China  investors will be closely watching the trade war headlines 

The Wall Street Journal reported on Tuesday that Washington plans to delay the implementation of additional tariffs on Chinese goods  while White House economic adviser Larry Kudlow said they were  still on the table  

Despite the ongoing conflicting reports  bets that the next round of tariffs will be postponed and further trade war escalation avoided have fueled a risk asset rally in recent weeks  
Five stocks three U S  listed Chinese companies and two U S  tech giants  stand to gain further if Washington rolls back the planned tariff hike  Each should be on your radar 
1  Alibaba
Perhaps no Chinese company is better known than  Alibaba   NYSE BABA   The largest e commerce and retail provider in Asia has seen its American depositary shares  ADS  surge nearly 21  since Oct  11  when U S  President Donald Trump announc...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
412,AAPL,11-12-2019,news,Sales of Apple s Wearables Products Are Soaring,"Sales of Apple s  NASDAQ AAPL  wearable devices    Apple Watch  AirPods  and Beats earphones    nearly tripped last quarter  according to estimates from research firm IDC  With greater growth than most of its competition  this expanded Apple s market share significantly  More importantly for Apple investors  it highlights the company s ability to maintain a leadership position in this nascent and fast growing market 
Strong sales from Apple s wearables products last quarter  combined with key wearables product launches going into the holidays  set up the tech giant well for its fiscal 2020 

A 196  jump in wearables shipments
 Apple captured the top position  in worldwide wearables shipments during the third quarter of 2019  thanks to the growing popularity of the Apple Watch  AirPods  and Beats headphones   wrote IDC in a Dec  9 press release 
IDC estimates Apple s total wearables shipments during the quarter came in at 29 5 million    up 195 5  from an estimated 10 million shipments in the third quarter ...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
413,AAPL,11-12-2019,news,Apple Launches Its Promised iPhone Financing Plan,"On Apple s  NASDAQ AAPL  earnings call in October  CEO Tim Cook announced that the company was working on a way to finance iPhone purchases with Apple Card  the credit card that Apple introduced earlier this year  The Cupertino tech giant has now launched that promised financing plan  offering 0  financing over the course of 24 months 
Here s what investors need to know 

Streamlining the purchasing process
The new financing plan can be managed entirely within the Wallet app  where consumers can see their monthly payments and remaining balance  The financed amount is simply spread out equally over 24 monthly payments  with each installment being included in the normal minimum payment for other Apple Card spending  Apple is trying to streamline the iPhone purchasing process as much as possible 

 And one of the things we are doing is trying to make it simpler and simpler for people to get on these sort of monthly financing kind of things   Cook had said   That s a part of what we announced with the Apple Ca...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
414,AAPL,11-12-2019,news,Ex Apple engineers cook up cheaper  more powerful tech for self driving cars  and Volkswagen is interested,The start up has improved the capability of its technology Porsche has invested an unspecified amount of money in Aeva ,65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
415,AAPL,11-12-2019,news,Facebook no longer among Glassdoor s top 10 workplaces," Reuters     Facebook Inc   O FB  dropped to the 23rd spot in Glassdoor s list of  Best Places to Work  in 2020 from the seventh it secured last year  amid heightened regulatory scrutiny of the world s largest social network 
The company received an overall rating of 4 4 out of 5  compared with 4 5 last year  as employees gave relatively lower ratings for Facebook s senior leadership and work life balance 
 High profile projects can be extremely political and can really be dragged down by too many cooks in the kitchen  In a post Cambridge Analytica world there are huge slowdowns in releasing new features or products       according to one of the employee reviews on Glassdoor 
Facebook is facing the heat over its handling of user data  misinformation campaigns on the platform  as well as its plan for a global cryptocurrency called Libra 
Still  employee sentiment toward Facebook remained largely positive on better compensation and career opportunities  according to the Glassdoor report released late on Tues...",65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
416,AAPL,11-12-2019,news,Apple CEO Tim Cook spotted sampling Singaporean foods in neighborhood market,Apple CEO Tim Cook met with Singapore s Prime Minister Lee Hsien Loong on Wednesday Earlier  Cook had a Singaporean breakfast in the quaint Tiong Bahru neighborhood  known for its 1930s streamline moderne architecture In a Facebook post  Darren Soh said he and fellow photographer Aik Beng Chia had breakfast with Cook and at the Tiong Bahru Market and gave the tech CEO a  quick tour  ,65.387497,65.697502,65.230003,65.489998,64.265511,87388800,1
417,AAPL,09-12-2019,opinion,Holidays Can Wait  Packed Calendar Includes Fed  Earnings  Tariff Deadline," Monday Market Open  A blowout jobs report is in the rearview mirror  while a Fed meeting and a major tariff deadline loom in the front windshield  It might be the holiday season  but there s plenty to keep investors from sleeping at the wheel over the next few days 
Stocks had a weaker tone heading into Monday s session after soft export data from China  see more below   That data appeared to weigh a bit on crude prices  which are down after having their highest close since September on Friday  The fact that they closed so high might also be taking a toll  however  Maybe some investors think crude got out over its skis too much  
Before you head to the holiday parties  you might want to keep things in focus over the next few days as we have a Fed meeting  a handful of key earnings reports  and some inflation and retail sales data coming down the pike  Oracle  NYSE ORCL   Costco  NASDAQ COST  and home builder  Toll Brothers   NYSE TOL  are on the calendar  TOL kicks things off this afternoon and maybe prov...",56.200001,56.605,55.715,55.772499,54.565891,128906800,0
418,AAPL,09-12-2019,opinion,IDC Data Shows Apple Dominates Wearables Market  Xiaomi Trails,Apple   NASDAQ AAPL   continues to be the leading player in the wearables market  courtesy of Apple Watch  AirPods and Beats headphones According to the recently released IDC   global shipments of wearables surged 94 6  year over year to 84 5 million in the third quarter of 2019  Earwear shipments accounted for almost half the market  40 7 million units   trailed by Wristband  19 2 million  and Smartwatch  17 6 million  Apple s wearable shipments were the highest at 29 5 million  up 195 5  year over year  Moreover  market share improved to 35  in third quarter 2019 compared with 23  in the year ago quarter Chinese company  Xiaomi ranked second  selling 12 4 million units of wearable devices  up 66 1  year over year  The company shipped 10 million units of Mi Band in the quarter However  Xiaomi s market share declined to 14 6  in third quarter 2019 compared with 17 1  in the year ago quarter The other three in the top five list are Samsung  KS 005930   Huawei and Fitbit   NYSE FIT    with a market share of ...,56.200001,56.605,55.715,55.772499,54.565891,128906800,0
419,AAPL,09-12-2019,opinion,Stock Market News For Dec 10  2019,Benchmarks ended in the negative territory on Monday as investors kept a close watch on the U S  China trade deal as the Dec 15 deadline to impose higher tariffs on Chinese products close in The Dow Jones Industrial Average  DJI  dropped 75 84 points  or 0 3   to close at 27 939 22  The S P 500 fell 4 02 points  or 0 1   to close at of 3 141 89  Meanwhile  the Nasdaq Composite Index closed at 8 643 99  falling 12 54 points  or 0 1   The fear gauge CBOE Volatility Index  VIX  increased 16  to close at 15 68  Advancing issues outnumbered decliners on the NYSE by a 1 17 to 1 ratio  On Nasdaq  declining issues outnumbered advancers for a 1 13 to 1 ratio How Did the Benchmarks Perform Major indexes snapped the three day winning session on Monday as Dec 15 tariff imposing deadline creates leaves investors sentiments gloomy  However  the losses on Monday landed all the three benchmarks less than 1  of their closing highs  on Nov 27 Trade bellwethers like Apple Inc    NASDAQ AAPL    a Zacks Rank  3  Hold  company ...,56.200001,56.605,55.715,55.772499,54.565891,128906800,0
420,AAPL,09-12-2019,opinion,Tech Stock Xmas Rally In Store ,"I last wrote about the FAANG stocks in my post of November 4  It looks like FNGU did bite back and reached its next Fibonacci Retracement resistance level at 47 34 
In fact it hit a high of 48 90 last week before closing at 47 72  as shown on the following weekly chart The Balance of Power shifted from buyers to sellers last week from the prior week 
It will be important for price to rally and hold above 48 90 to reverse this shift in sentiment 







FNGU is comprised of the ten tech stocks shown on the following daily charts 
I had identified a few stocks to monitor in my post  Amazon com  NASDAQ AMZN  and Twitter  NYSE TWTR  haven t done much of anything since then  while Netflix  NASDAQ NFLX  and  Alibaba   NYSE BABA  have had a decent rally  and Baidu  NASDAQ BIDU  had a brief spurt 
Keep an eye on all of these stocks which also include Facebook  NASDAQ FB   Apple  NASDAQ AAPL   Alphabet  NASDAQ GOOGL  and NVIDIA  NASDAQ NVDA  and their price action around their 20 day moving average for signs of wea...",56.200001,56.605,55.715,55.772499,54.565891,128906800,0
421,AAPL,09-12-2019,opinion,Bull Of The Day  Guardant Health  GH ,Guardant Health  GH  is a  7 billion provider of diagnostic tests for early detection of cancer in high risk populations and recurrence monitoring in cancer survivors  With sales expected to break above  200 million this year  representing over 125  annual growth  their commercially available tests provide information that helps advanced cancer patients get the right treatment and helps drug companies get new therapies to market faster  Conquering Cancer with Data Examining cancer reappearance is widely expected to be a  15 billion market in the United States in the near term  while detecting patients with the risk of cancer is poised to be an  18 billion annual market  Using specialized blood tests and liquid biopsy  examination of tissue  to detect cancer  Guardant has grown fast after launching the LUNAR DNA test for early detection  Along the spectrum  the company s Guardant360 and GuardantOMNI products have played a significant role in identifying late stage cancer  The LUNAR assay is also used for re...,56.200001,56.605,55.715,55.772499,54.565891,128906800,0
422,AAPL,09-12-2019,opinion,Buy Adobe Ahead Of Q4 2019 Earnings With ADBE Stock Near Highs ,"Adobe   NASDAQ ADBE   shares have surged 36  in 2019 to outpace its broader market s 24  climb  The recent run of success is part of a much larger and more impressive stretch for the creative software powerhouse  So  is now the time to buy Adobe with the company set to report its Q4 fiscal 2019 financial results on Thursday  December 12 
Adobe s Pitch 
Adobe isn t on the same level as Microsoft   NASDAQ MSFT   or Apple   NASDAQ AAPL    But the firm is still a technology powerhouse that invented the Portable Document Format  better known as the PDF  in the early 1990s  Today  ABDE sells a variety of offerings  from its suite of creative software such as Photoshop to cloud based subscription solutions for businesses that help it compete alongside the likes of Salesforce   NYSE CRM   and other business services companies 
The San Jose  California based firm s Adobe Spark has capitalized on the rapid rise of digital media  The offering allows users to create web pages  graphics  and short videos  in minutes   ...",56.200001,56.605,55.715,55.772499,54.565891,128906800,0
